"WOS_ID","Authors","Title","Year","Source","DOI","AdditionalPublications","Country","System","Habitat","DurationDays","NumberOfStressors","FullyFactorial","LargestCombination","SpecificCombinations","Physiological","Individual","Population","Community","Ecosystem","SingleSpecies","TaxonomicGroup","MultipleTimepoints","Recovery","Sequential","StressorOneClass","StressorOneIdentity","StressorOneNote","StressorOneLevels","StressorTwoClass","StressorTwoIdentity","StressorTwoNote","StressorTwoLevels","StressorThreeClass","StressorThreeIdentity","StressorThreeNote","StressorThreeLevels","StressorFourClass","StressorFourIdentity","StressorFourNote","StressorFourLevels","StressorFiveClass","StressorFiveIdentity","StressorFiveNote","StressorFiveLevels","StressorSixClass","StressorSixIdentity","StressorSixNote","StressorSixLevels","StressorSevenClass","StressorSevenIdentity","StressorSevenNote","StressorSevenLevels","StressorEightClass","StressorEightIdentity","StressorEightNote","StressorEightLevels","StressorNineClass","StressorNineIdentity","StressorNineNote","StressorNineLevels","StressorTenClass","StressorTenIdentity","StressorTenNote","StressorTenLevels","StressorElevenClass","StressorElevenIdentity","StressorElevenNote","StressorElevenLevels","StressorTwelveClass","StressorTwelveIdentity","StressorTwelveNote","StressorTwelveLevels","StressorThirteenClass","StressorThirteenIdentity","StressorThirteenNote","StressorThirteenLevels","StressorFourteenClass","StressorFourteenIdentity","StressorFourteenNote","StressorFourteenLevels","StressorFifteenClass","StressorFifteenIdentity","StressorFifteenNote","StressorFifteenLevels","StressorSixteenClass","StressorSixteenIdentity","StressorSixteenNote","StressorSixteenLevels","StressorSeventeenClass","StressorSeventeenIdentity","StressorSeventeenNote","StressorSeventeenLevels","StressorEighteenClass","StressorEighteenIdentity","StressorEighteenNote","StressorEighteenLevels","StressorNineteenClass","StressorNineteenIdentity","StressorNineteenNote","StressorNineteenLevels","StressorTwentyClass","StressorTwentyIdentity","StressorTwentyNote","StressorTwentyLevels","StressorTwentyOneClass","StressorTwentyOneIdentity","StressorTwentyOneNote","StressorTwentyOneLevels","StressorTwentyTwoClass","StressorTwentyTwoIdentity","StressorTwentyTwoNote","StressorTwentyTwoLevels"
"WOS:000441405100001","Lurling, M; Mello, MME; van Oosterhout, F; Domis, LD; Marinho, MM","Response of Natural Cyanobacteria and Algae Assemblages to a Nutrient Pulse and Elevated Temperature",2018,"FRONTIERS IN MICROBIOLOGY","10.3389/fmicb.2018.01851",NA,"the netherlands","lab",NA,"7",2,"yes",2,"1-2,","yes","no","yes","yes","no",NA,NA,"no","no","no","temperature","warming","The flasks were incubated at either 20 or 25°C for 1 week in a Sanyo Gallenkamp incubator.",2,"nutrients","nutrient enrichment","Water from each location was added to 12 Erlenmeyer flasks of which 6 received nitrogen (14 mg N l-1 as NaNO3) and phosphorus (1.4 mg P l-1 as K2HPO4). The nutrients were added as a 50 μl spike from a NaNO3 (14 g N l-1) stock and 50 μl from a K2HPO4 stock (1.4 g P l-1).",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000441477600082","Hampton, TH; Jackson, C; Jung, D; Chen, CY; Glaholt, SP; Stanton, BA; Colbourne, JK; Shaw, JR","Arsenic Reduces Gene Expression Response to Changing Salinity in Killifish",2018,"ENVIRONMENTAL SCIENCE & TECHNOLOGY","10.1021/acs.est.8b01550",NA,"usa","lab",NA,"1",2,"yes",2,"1-2,","yes","no","no","no","no","killifish (non-specified)","fish","yes","no","yes","metals","arsenic","Added to water",2,"salinity","salinity variation","Acclimatised to seawater and then moved to freshwater for osmotic shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000441477600086","Henry, BL; Wesner, JS","Severing Ties: Different Responses of Larval and Adult Aquatic Insects to Atrazine and Selenium",2018,"ENVIRONMENTAL SCIENCE & TECHNOLOGY","10.1021/acs.est.8b01791",NA,"usa","mesocosm","lentic","42",2,"yes",2,"1-2,","no","no","yes","yes","yes",NA,NA,"yes","no","yes","herbicide","atrazine","15 μg/L",2,"nutrients","selenium","10 μg/L from anhydrous sodium selenate",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000441543100001","Ahmed, AM; Lyautey, E; Bonnineau, C; Dabrin, A; Pesce, S","Environmental Concentrations of Copper, Alone or in Mixture With Arsenic, Can Impact River Sediment Microbial Community Structure and Functions",2018,"FRONTIERS IN MICROBIOLOGY","10.3389/fmicb.2018.01852",NA,"france","lab",NA,"21",2,"yes",2,"1-2,","no","no","no","yes","no",NA,NA,"yes","no","no","metals","copper","0, 40 mg/kg dw",2,"metals","arsenic","0, 40 mg/kg dw",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000441679400006","McAllister, TG; Wood, SA; Greenwood, MJ; Broghammer, F; Hawes, I","The effects of velocity and nitrate on Phormidium accrual cycles: a stream mesocosm experiment",2018,"FRESHWATER SCIENCE","10.1086/699204",NA,"new zealand","mesocosm","lotic","16",2,"yes",2,"1-2,","no","no","yes","no","no","phormidium","bacteria","yes","no","no","hydrology","flow velocity","We crossed 3 NO32 treatments (ambient, medium, high) with 2 velocity treatments (slow and fast), resulting in 6 treatments, each replicated 3 times (SA 5 slow velocity/ambient NO32, FA 5 fast velocity/ambient NO32, SM 5 slow velocity/medium NO32, FM 5 fast velocity/medium NO32, SH 5 slow velocity/high NO32, and FH 5 fast velocity/high NO32).",2,"nutrients","nitrate","We crossed 3 NO32 treatments (ambient, medium, high) with 2 velocity treatments (slow and fast), resulting in 6 treatments, each replicated 3 times (SA 5 slow velocity/ambient NO32, FA 5 fast velocity/ambient NO32, SM 5 slow velocity/medium NO32, FM 5 fast velocity/medium NO32, SH 5 slow velocity/high NO32, and FH 5 fast velocity/high NO32).",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000442210300018","Zhang, C; Jansen, M; De Meester, L; Stoks, R","Thermal evolution offsets the elevated toxicity of a contaminant under warming: A resurrection study in Daphnia magna",2018,"EVOLUTIONARY APPLICATIONS","10.1111/eva.12637",NA,"belgium","lab",NA,NA,2,"yes",2,"1-2,","yes","no","yes","no","no","daphnia magna","crustacea","no","no","no","temperature","warming","We chose 20°C as it is the approximate average summer water tem- perature in waterbodies inhabited by the study species in UK (Van Doorslaer et al., 2010). The higher temperature of 24°C simulates the predicted 4°C increase in global average surface temperature by 2100 under IPCC (2013) scenario RCP8.5",2,"nanoparticles","zinc nanoparticles","Control and exposure to EC50 value",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000442697800009","Philippe, C; Hautekiet, P; Gregoir, AF; Thore, ESJ; Pinceel, T; Stoks, R; Brendonck, L; De Boeck, G","Combined effects of cadmium exposure and temperature on the annual killifish (Nothobranchius furzeri)",2018,"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","10.1002/etc.4182",NA,"mozambique","lab",NA,"129",2,"yes",2,"1-2,","yes","yes","yes","no","no","nothobranchius furzeri","fish","yes","no","no","metals","cadmium","parental generation was incubated under 2 Cd concentrations, C1 (15 μg/L Cd) and C2 (30 μg/L Cd), and a control treatment without cadmium (C0), fully crossed with 2 rearing temperatures, 24 and 28 °C, resulting in 6 treatments. Each treatment was replicated 26 times. Treatment concentrations were based on a range-finding experiment with 4 Cd concentrations (5, 10, 20, and 40 μg/L Cd) with 6 replicates each. Cadmium was added from a stock solution of 250 mg/L CdCl2(H2O)2.5 that was kept in the dark at 4 °C.",3,"temperature","warming","parental generation was incubated under 2 Cd concentrations, C1 (15 μg/L Cd) and C2 (30 μg/L Cd), and a control treatment without cadmium (C0), fully crossed with 2 rearing temperatures, 24 and 28 °C, resulting in 6 treatments. Each treatment was replicated 26 times. Treatment concentrations were based on a range-finding experiment with 4 Cd concentrations (5, 10, 20, and 40 μg/L Cd) with 6 replicates each. Cadmium was added from a stock solution of 250 mg/L CdCl2(H2O)2.5 that was kept in the dark at 4 °C.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000442714400081","Gattas, F; De Stefano, LG; Vinocur, A; Bordet, F; Espinosa, MS; Pizarro, H; Cataldo, D","Impact of interaction between Limnoperna fortunei and Roundup Max (R) on freshwater phytoplankton: An in situ approach in Salto Grande reservoir (Argentina)",2018,"CHEMOSPHERE","10.1016/j.chemosphere.2018.06.129",NA,"argentina","field","lentic","7",2,"yes",2,"1-2,","yes","yes","yes","yes","yes",NA,NA,"yes","no","no","non-native species","golden mussel (limnoperna fortunei)","We performed an in situ mesocosm approach, through a 7-day experiment using 400-L enclosures. The following treatments were applied by triplicate: addition of 250 mussels (M); addition of 5 mg L-1 of active ingredient (a.i.) in Roundup Max(R) (R); addition of 250 mussels and 5 mg L-1 of a.i. in Roundup Max(R) (MR), and controls, without any addition (C).",3,"herbicide","glyphosate","We performed an in situ mesocosm approach, through a 7-day experiment using 400-L enclosures. The following treatments were applied by triplicate: addition of 250 mussels (M); addition of 5 mg L-1 of active ingredient (a.i.) in Roundup Max(R) (R); addition of 250 mussels and 5 mg L-1 of a.i. in Roundup Max(R) (MR), and controls, without any addition (C).",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000442973500008","Xu, XM; Cui, ZJ; Wang, SS","Joint toxicity on hepatic detoxication enzymes in goldfish (Carassius auratus) exposed to binary mixtures of lead and paraquat",2018,"ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","10.1016/j.etap.2018.06.005",NA,"china","lab",NA,"28",2,"yes",2,"1-2,","yes","no","no","no","no","carassius auratus","fish","yes","no","no","metals","lead","According to the analysis results of single Pb and PQ exposure in our previous experiments, two representative concentrations of each chemical, 0.5 and 10.0 mg/L for Pb, 1.0 and 10.0 mg/L for PQ, were re- spectively picked out to serve for the binary exposure.",3,"herbicide","paraquat","According to the analysis results of single Pb and PQ exposure in our previous experiments, two representative concentrations of each chemical, 0.5 and 10.0 mg/L for Pb, 1.0 and 10.0 mg/L for PQ, were re- spectively picked out to serve for the binary exposure.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000442973500021","Revel, M; Fournier, M; Robidoux, PY","Immunotoxicity and genotoxicity of single-walled carbon nanotubes co-exposed with cadmium in the freshwater mussel, Elliptio complanata",2018,"ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","10.1016/j.etap.2018.07.008",NA,"canada","lab",NA,"8",2,"yes",2,"1-2,","yes","no","no","no","no","elliptio complanata","mollusca","yes","no","no","nanoparticles","carbon nanotubes","A stock solution of SWCNTs (10 mg L-1) was prepared in de-ionised water. A medium concentration was selected (500 μg/L) for testing combined effects with cadmium. Five mussels per condition were exposed to a negative control DW, Cd at 20 μg L-1, As-p SWCNT or P- SWCNT at 500 μg L-1 and to a combination of Cd (20 μg L-1) and SWCNT (500 μg L-1) and unfed during the experiment.",2,"metals","cadmium","A stock solution of CdCl₂ (1 g L-1) was prepared in de-ionised water. A concentration of 20 μg L-1 was chosen to remain in the order of magnitude of environmental conditions for cadmium. Five mussels per condition were exposed to a negative control DW, Cd at 20 μg L-1, As-p SWCNT or P- SWCNT at 500 μg L-1 and to a combination of Cd (20 μg L-1) and SWCNT (500 μg L-1) and unfed during the experiment.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000442997800018","Queiros, L; Vidal, T; Nogueira, AJA; Goncalves, FJM; Pereira, JL","Ecotoxicological assessment of the herbicide Winner Top and its active substances-are the other formulants truly inert?",2018,"ECOTOXICOLOGY","10.1007/s10646-018-1939-z",NA,"portugal","lab",NA,"7",2,"yes",2,"1-2,","no","no","yes","no","no","raphidocelis subcapitata; chlorella vulgaris; lemna minor; lemna gibba","mixed","no","no","no","herbicide","nicosulfuron","Five toxicity testing trials were run independently for the microalgae and the macrophytes. The organisms were exposed to geometric concentration ranges of (i) nicosulfuron (3000-58028 μg/L for R. subcapitata, 600-6619 μg/L for C. vulgaris, 1-69 μg/L for L. minor and L. gibba); (ii) terbuthylazine (15-269 μg/L for R. subcapitata and C. vulgaris, 20-550 μg/L for L. minor and 8-550 μg/L for L. gibba); (iii) Winner Top, thus a combination of nicosulfuron and terbuthylazine added formulants (Table S1); (iv) a customized mixture of the two a.s. respecting the ratio used in the commercial formulation (i.e. mimicking Winner Top with no formulants), for a direct comparison between the effects of combined a.s. and the commercially formulated a.s. combination (Table S1).",7,"herbicide","terbuthylazine","Five toxicity testing trials were run independently for the microalgae and the macrophytes. The organisms were exposed to geometric concentration ranges of (i) nicosulfuron (3000-58028 μg/L for R. subcapitata, 600-6619 μg/L for C. vulgaris, 1-69 μg/L for L. minor and L. gibba); (ii) terbuthylazine (15-269 μg/L for R. subcapitata and C. vulgaris, 20-550 μg/L for L. minor and 8-550 μg/L for L. gibba); (iii) Winner Top, thus a combination of nicosulfuron and terbuthylazine added formulants (Table S1); (iv) a customized mixture of the two a.s. respecting the ratio used in the commercial formulation (i.e. mimicking Winner Top with no formulants), for a direct comparison between the effects of combined a.s. and the commercially formulated a.s. combination (Table S1).",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000443012600068","Tasmin, R; Shimasaki, Y; Tsuyama, M; Qiu, XC; Khalil, F; Mukai, K; Khanam, MRM; Yamada, N; Fukuda, S; Kang, IJ; Oshima, Y","Effects of water temperature and light intensity on the acute toxicity of herbicide thiobencarb to a green alga, Raphidocelis subcapitata",2018,"ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","10.1007/s11356-018-2599-5",NA,"japan","lab",NA,"6",2,"yes",2,"1-2,","no","no","yes","no","no","raphidocelis subcapitata","algae","yes","no","no","herbicide","thiobencarb","dilution of stock solutions with control media; levels =  0, 15.6, 31.2, 62.4, and 125 μg/L",5,"temperature","temperature range","temperatures maintained via glass tubes placed in incubator; levels =  10, 15, 20, 25, and 30 °C",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000443104400023","Liu, NA; Wu, ZH","Growth and antioxidant response in Ceratophyllum demersum L. under sodium dodecyl sulfate (SDS), phenol and joint stress",2018,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","10.1016/j.ecoenv.2018.07.074",NA,"china","lab",NA,"7",2,"yes",2,"1-2,","yes","no","no","no","no","ceratophyllum demersum","macrophyte","no","no","no","other chemicals","sodium dodecyl sulfate","Based on single toxicity experiments, the low, medium and high concentrations of SDS (0.1, 1.0 and 20 mg l -1) were mixed with concentrations of phenol (0.5 and 10 mg l -1), and their combination concentrations (phenol+SDS) were 0 + 0 (control), 0.5 + 0.1, 0.5 + 1.0, 0.5 + 20, 10 + 0.1, 10 + 1.0, and 10 + 20 mg l-1. Each treatment was set to three repetitions for 7 days",4,"other chemicals","phenol","Based on single toxicity experiments, the low, medium and high concentrations of SDS (0.1, 1.0 and 20 mg l -1) were mixed with concentrations of phenol (0.5 and 10 mg l -1), and their combination concentrations (phenol+SDS) were 0 + 0 (control), 0.5 + 0.1, 0.5 + 1.0, 0.5 + 20, 10 + 0.1, 10 + 1.0, and 10 + 20 mg l-1. Each treatment was set to three repetitions for 7 days",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000445114700026","Fathi, M; Binkowski, LJ; Azadi, NA; Hamesadeghi, U; Mansouri, B","Co-exposure effects of mercury chloride (HgCl2) and silver nanoparticles (Ag-NPs) on goldfish (Carassius auratus): Histopathological changes, oxidative stress response, and bioaccumulation",2018,"DESALINATION AND WATER TREATMENT","10.5004/dwt.2018.21994",NA,"iran","lab",NA,"14",2,"yes",2,"1-2,","yes","yes","no","no","no","carassius auratus","fish","no","no","no","metals","mercury chloride","The fish were exposed to sub lethal concentration of Ag-NPs, sub lethal concentration of HgCl2, and a mixture of Ag-NPs and HgCl2 (1 mg L-1 + 20 µg L-1) for 14 consecutive days. For comparison purposes, a control group without any exposure was also prepared.",2,"nanoparticles","silver nanoparticles","The fish were exposed to sub lethal concentration of Ag-NPs, sub lethal concentration of HgCl2, and a mixture of Ag-NPs and HgCl2 (1 mg L-1 + 20 µg L-1) for 14 consecutive days. For comparison purposes, a control group without any exposure was also prepared.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000445716600015","Kim, JJ; Pham, PH; Hamilton, ME; Lee, LEJ; Bols, NC","Effect of selenomethionine on cell viability and heat shock protein 70 levels in rainbow trout intestinal epithelial cells at hypo-, normo-, and hyper-thermic temperatures",2018,"JOURNAL OF THERMAL BIOLOGY","10.1016/j.jtherbio.2018.07.011",NA,"canada","lab",NA,"7",2,"yes",2,"1-2,","yes","no","no","no","no","oncorhynchus mykiss","fish","no","no","no","other chemicals","selenomethionine","0; 1000 µM",2,"temperature","warming","°C, 18 °C, or 26 °C",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000445728800007","Verbeek, L; Gall, A; Hillebrand, H; Striebel, M","Warming and oligotrophication cause shifts in freshwater phytoplankton communities",2018,"GLOBAL CHANGE BIOLOGY","10.1111/gcb.14337",NA,"germany","lab",NA,"44",2,"yes",2,"1-2,","yes","no","yes","yes","no",NA,NA,"yes","no","no","nutrients","nutrient limitation","Two nutrient conditions, constant nutrient concentrations and decreasing nutrient concentrations,",2,"temperature","warming","Temperature was kept constant at 20°C for ambient temperature treatments during the whole experiment (see Gall et al., 2017 for technical details), while for increasing temperature conditions the temperature was raised weekly after each sampling by 2°C (up to a maximum of 32°C during the last week of the experiment)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000446267600004","Salo, T; Rasanen, K; Stamm, C; Burdon, FJ; Seppala, O","Simultaneous exposure to a pulsed and a prolonged anthropogenic stressor can alter consumer multifunctionality",2018,"OIKOS","10.1111/oik.05310",NA,"switzerland","lab",NA,"24",2,"yes",2,"1-2,","yes","yes","no","no","yes","lymnaea stagnalis","mollusca","yes","yes","no","temperature","heat wave","The design was a fully randomized factorial design consisting of a combination of two temperature (heat wave(24c for 8days) and stable benign temperature (14c for 8days) and three chemical treatments (MPs, technical control (aged tap water mixed with low concentration of MeOH) and control). Each of the six treatment combinations was sampled in two separate phases: at the end of an eight-day heat wave (immediate effects of heat wave) and eight days after the heat wave had ended (delayed effects of heat wave). MP treatment consisted of spiking with a standardized mixture of 17 chemicals. This consisted of low concentrations of pharmaceuticals, a hormone, a herbicide, a fungicide, a pesticide, an insecticide, a corrosion inhibitor and a sweetener. These were (not in order) = amisulprid, atenolol, benzotriazol, clarithromycin, diazinon , diclofenac, fexofenadine,  and valsartan.",2,"other chemicals","micropolutant mix","The design was a fully randomized factorial design consisting of a combination of two temperature (heat wave(24c for 8days) and stable benign temperature (14c for 8days) and three chemical treatments (MPs, technical control (aged tap water mixed with low concentration of MeOH) and control). Each of the six treatment combinations was sampled in two separate phases: at the end of an eight-day heat wave (immediate effects of heat wave) and eight days after the heat wave had ended (delayed effects of heat wave). MP treatment consisted of spiking with a standardized mixture of 17 chemicals. This consisted of low concentrations of pharmaceuticals, a hormone, a herbicide, a fungicide, a pesticide, an insecticide, a corrosion inhibitor and a sweetener. These were (not in order) = amisulprid, atenolol, benzotriazol, clarithromycin, diazinon , diclofenac, fexofenadine,  and valsartan.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOS:000447092700057","Guo, YY; Chen, LG; Wu, J; Hua, JH; Yang, LH; Wang, QW; Zhang, W; Lee, JS; Zhou, BS","Parental co-exposure to bisphenol A and nano-TiO2 causes thyroid endocrine disruption and developmental neurotoxicity in zebrafish offspring",2019,"SCIENCE OF THE TOTAL ENVIRONMENT","10.1016/j.scitotenv.2018.09.007",NA,"china","lab",NA,NA,2,"yes",2,"1-2,","yes","yes","no","no","no","danio rerio","fish","no","no","no","other chemicals","bisphenol a","0, 2, and 20 μg/L",3,"nanoparticles","titanium nanoparticles","0, 100 μg/L",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
