"","WOS_ID","Title","Abstract","Included","Training_Included","sim"
"51","WOS:000415116800059","A novel strategy to promote photo-oxidative and reductive abilities via the construction of a bipolar Bi2WO6/N-SrTiO3 material","Focusing on holistically promoting both photo-oxidative and reductive abilities, we constructed a novel Bi2WO6/N-SrTiO3 composite, which was expected to have excellent properties for the removal of complicated contaminants from solution environments under visible light irradiation. The prepared Bi2WO6/N-SrTiO3 was assembled from massive N-SrTiO3 nanoballs segmented via 2D interlaced nanosheets of Bi2WO6. N-SrTiO3 on its own has good reductive ability and can easily reduce Cr(VI) ions, while Bi2WO6 has been demonstrated to have good oxidative ability to oxidize tetracycline under visible light irradiation. Importantly, mixed contaminants (TC and Cr6+ ions) could be completely removed under visible light by the assembled Bi2WO6/N-SrTiO3 material. It is proposed that the holes lying at the valence band of N-SrTiO3 are the main active species for the oxidation of tetracycline, while the electrons located at the conduction band of Bi2WO6 are mainly responsible for the reduction of Cr(VI) ions. The matched band structures of Bi2WO6 and N-SrTiO3 were beneficial for inhibiting the recombination of electron-hole pairs and maintaining the redox capacity through a Z-type n-n heterojunction. Such a bipolar design of photo-oxidative and photo-reductive semiconductor nanomaterials is concluded to be highly effective in remediating complicated toxic residual constituents of both unfixed pharmaceuticals and heavy metals in aquatic environments.",0,0,"diverse"
"52","WOS:000076807500002","The application of thin-film technology to measure turbine-vane heat transfer and effectiveness in a film-cooled, engine-simulated environment","Thin-film technology has been used to measure the heat transfer coefficient and cooling effectiveness over heavily him cooled nozzle guide vanes (NGVs). The measurements were performed in a transonic annular cascade which has a wide operating range and simulates the flow in the gas turbine jet engine. Engine-representative Mach and Reynolds numbers were employed and the upstream free-stream turbulence intensity was 13%. The aerodynamic and thermodynamic characteristics of the coolant flow (momentum flux and density ratio between the coolant and mainstream) have been modelled to represent engine conditions by using a foreign gas mixture of SF(6) and Argon. Engine-level values of heat transfer coefficient and cooling effectiveness have been obtained by correcting for the different molecular (thermal) properties of the gases used in the engine-simulated experiments to those which exist in the true engine environment. This paper presents the best combined heat transfer coefficient and effectiveness data currently available for a fully cooled, three-dimensional NGVs at engine conditions. (C) 1998 Elsevier Science Inc. All rights reserved.",0,0,"diverse"
"53","WOS:000255163900012","A comparison of irradiance and phosphorus effects on the growth of three submerged macrophytes","A fully factorial pond experiment was designed using two irradiance levels and two phosphorus concentrations to investigate irradiance and phosphorus effects on the growth of three submerged macrophytes: common waterweed (Elodea canadensis), Eurasian water milfoil (Myriophyllum spicatum), and water stargrass (Zosterella dubia). Results revealed that higher irradiance (230 mu mol s(-1) m(-2) vs. 113 mu mol s(-1) m(-2) at 2 m depth) had significant positive effects on submerged macrophyte growth: increasing the number of individuals (seven-fold), the number of species surviving (two-fold), aboveground biomass (11-fold), belowground biomass (10-fold), and total biomass (11-fold), whereas elevated sediment phosphorus (2.1-3.3 mg g(-1) vs. 0.7 mg g(-1) dry sediment) did not have any significant impact. However, responses to irradiance differ among macrophyte species due to their morphology and physiology. Waterweed increased in numbers of individuals and total biomass under high irradiance while biomass per individual remained the same (similar to 0.02 g). The other species increased both in numbers and biomass per individual. These results suggest that increased irradiance rather than decreased phosphorus loading is the main driver of changes in submerged macrophytes in North American temperate lake ecosystems. (c) 2008 Elsevier B.V. All rights reserved.",1,1,"diverse"
"54","WOS:000267371500004","Acute and Subchronic Toxicity of Arsenite and Zinc to Tadpoles of Rhinella arenarum Both Alone and in Combination","The current study evaluated acute and subchronic toxicity of arsenite (As3+) and zinc (Zn2+) to stage 25 tadpoles of Rhinella arenarum in both single and joint laboratory exposures. LC50 values obtained for As3+ were elevated and remained within the range of 46 to 50 mg/L of As3+ between 4 and 17 d of exposure. Growth of tadpoles was completely inhibited with 30 mg/L of As3+, demonstrating the presence of ecologically relevant sublethal effects at concentrations lower than those resulting in lethality. With respect to Zn2+, a 96-h LC50 value of 2.49 mg/L was calculated in soft water. Contrary to results obtained for As3+, LC50 values of Zn2+ gradually decreased with increasing exposure duration, from 2.49 mg/L at 96 h to 1.30 mg/L after 21 d. In joint exposures to both metals, the type of interaction observed between As3+ and Zn2+ was concentration dependent. Lethal effects of As3+ were mitigated, unaffected, or potentiated by 0.01, 0.1, and 1-2 mg/L of Zn2+, respectively. However, although 0.01 mg/L of Zn2+ significantly reduced lethality of As3+-exposed tadpoles, the same concentration of Zn2+ did not help to reverse the stunt growth of these animals. Further studies need to examine which are the lowest concentrations As3+ required to reduce growth and whether Zn2+ serves to antagonize growth effects in this range of concentrations.",1,1,"diverse"
"55","WOS:000286905800013","Additive effects of enhanced ambient ultraviolet B radiation and increased temperature on immune function, growth and physiological condition of juvenile (parr) Atlantic Salmon, Salmo salar","Climate change models predict increased ultraviolet B (UVB) radiation levels due to stratospheric ozone depletion and global warming. In order to study the impact of these two environmental stressors acting simultaneously on the physiology of fish, Atlantic salmon parr were exposed, for 8 weeks in outdoor tanks, to different combinations of UVB radiation (depleted and enhanced) and temperature (standard rearing temperature of 14 degrees C or 19 degrees C). The immune function (plasma IgM, lysozyme activity and complement bacteriolytic activity), growth (body weight) and physiological condition (haematocrit and plasma protein concentration) of the fish were determined. Increased UVB level, regardless of water temperature, had a negative effect on immune function parameters, growth and physiological condition. Higher temperature increased plasma IgM concentration but had a negative effect on complement bacteriolytic activity under both spectral treatments. Increased temperature, irrespective of UVB level, increased fish growth but negatively affected haematocrit and plasma protein. Exposing the fish to enhanced UVB at elevated temperature increased plasma IgM concentration and slightly improved growth. However, complement activity and physiological condition parameters decreased more than when the fish were exposed to each stressor separately. The changes were mainly additive; no interactive or synergistic effects were observed. The negative impact of multiple stressors on immune function, together with predicted increases in pathogen load in warmer waters resulting from global climate change, suggest an increased risk to diseases in fishes. (C) 2010 Elsevier Ltd. All rights reserved.",1,1,"diverse"
"56","WOS:000085976300026","Benthic invertebrate community responses to round goby (Neogobius melanostomus) and zebra mussel (Dreissena polymorpha) invasion in southern Lake Michigan","The round goby (Neogobius melanostomus Pallas), a fish native to eastern Europe, recently has become established in southwestern Lake Michigan. Because round gobies prey on zebra mussels (Dreissena polymorpha Pallas) and other benthic invertebrates, the effects of round gobies on invertebrates within zebra mussel colonies was investigated. Using a 2 x 3 factorial design, the effects of round gobies (present or absent) and zebra mussel densities (zero, low and high) on non-mussel invertebrates was examined. Ten ceramic tiles of each mussel density were colonized in the laboratory and then anchored in Calumet Harbour, IL for 10 weeks. Round gobies had access to half the tiles while half were covered with coarse mesh screening that excluded round gobies, had access to half the tiles while half were covered with coarse mesh screening that excluded round gobies, but allowed invertebrates to move into and out of the exclosures. Low and high zebra density tiles supported significantly greater numbers of non-mussel invertebrates (p < 0.001) than zero density tiles, particularly amphipods (p < 0.001), hydroptilid caddisflies (p < 0.05), isopods (p < 0.05), and chironomids (p < 0.001). Cholorphyll a concentrations were highest (p < 0.001) at low zebra mussel densities. The presence of round gobies significantly reduced densities of total non-mussel invertebrates (p < 0.01) and leptocerid caddisflies (p < 0.05), resulting in a significant increase in chlorophyll a (p < 0.01) concentrations. A significant zebra mussel density x round goby interaction showed that total invertebrate biomass responded positively to the combined effect of high zebra mussel density and round goby absence. These results demonstrate that round gobies and zebra mussels are altering benthic invertebrate community structure and algal resources in nearshore rocky areas of southwestern Lake Michigan.",1,1,"diverse"
"57","WOS:000306477000016","Macroinvertebrate responses along broad stressor gradients of deposited fine sediment and dissolved nutrients: a stream mesocosm experiment","1. Degradation of freshwater ecosystems is a major concern worldwide. Agriculture introduces multiple stressors to streams, presenting a challenge for freshwater managers who must understand the relative strengths of individual stressor effects and their combined multiple-stressor effects. 2. Using a replicated regression design, we manipulated levels of fine sediment and nutrients to create a broad eight-point gradient for each stressor across 128 stream mesocosms to determine the shapes of macroinvertebrate responses after 21 days of exposure. 3. Subsidystress response patterns occurred along both stressor gradients. Sediment addition provided an initial subsidy for some pollution-tolerant taxa and total macroinvertebrate density, but produced consistently negative effects for other taxa, total taxon richness and the density and richness of pollution-sensitive Ephemeroptera, Plecoptera, Trichoptera (EPT) taxa. Nutrient enrichment provided an initial subsidy for densities of two common EPT taxa, total EPT density, macroinvertebrate and EPT taxon richness. 4. Few macroinvertebrate variables were affected by a single stressor (always fine sediment). The majority of responses were additive multiple-stressor patterns, although Chironomidae density and EPT taxon richness followed complex synergistic patterns. 5. Fine sediment was a much more pervasive stressor than augmented nutrient concentrations. Overall, macroinvertebrate traits responded to stressors as strongly as community variables or individual taxa. 6. Synthesis and applications. Managing both fine sediment and nutrient inputs from agriculture is crucial to achieve good stream condition but priority should be given to minimizing fine sediment, which should be maintained below a threshold of 5% cover and 0.5-mm depth. Managers also need to be wary of interactive multiple-stressor effects because ecological outcomes of an increase in stressor load may be worse than predicted based on the knowledge of single-stressor effects.",1,1,"diverse"
"58","WOS:000305296600002","Community ecology of invasions: direct and indirect effects of multiple invasive species on aquatic communities","With many ecosystems now supporting multiple nonnative species from different trophic levels, it can be challenging to disentangle the net effects of invaders within a community context. Here, we combined wetland surveys with a mesocosm experiment to examine the individual and combined effects of nonnative fish predators and nonnative bullfrogs on aquatic communities. Among 139 wetlands, nonnative fish (bass, sunfish, and mosquitofish) negatively influenced the probability of occupancy of Pacific treefrogs (Pseudacris regilla), but neither invader correlated strongly with occupancy by California newts (Taricha torosa), western toads (Anaxyrus boreas), or California red-legged frogs (Rana draytonii). In mesocosms, mosquitofish dramatically reduced the abundance of zooplankton and palatable amphibian larvae (P. regilla and T. torosa), leading to increases in nutrient concentrations and phytoplankton (through loss of zooplankton), and rapid growth of unpalatable toad larvae (through competitive release). Bullfrog larvae reduced the growth of native anurans but had no effect on survival. Despite strong effects on natives, invaders did not negatively influence one another, and their combined effects were additive. Our results highlight how the net effects of multiple nonnative species depend on the trophic level of each invader, the form and magnitude of invader interactions, and the traits of native community members.",1,1,"diverse"
"59","WOS:000274814100012","Differential effects of elevated nutrient and sediment inputs on survival, growth and biomass of a common larval fish species (Dorosoma cepedianum)","P>1. Elevated allochthonous inputs of nutrients and sediments to aquatic ecosystems are associated with eutrophication and sedimentation. Reservoirs receive substantial subsidies of nutrients and sediments from catchments due to their large catchment : lake area ratios. We examined the effect of elevated subsidies of sediments and/or dissolved nutrients on the success (survival, growth, biomass and condition factor) of larval gizzard shad (Dorosoma cepedianum), a widespread and dominant omnivorous fish in reservoir ecosystems. 2. We simulated allochthonous agricultural subsides by manipulating dissolved nutrients and sediment inputs in a 2 x 2 factorial design in experimental mesocosms. We predicted that larval fish success would be greater under elevated nutrients. However, we propose two alternative hypotheses with respect to the overall effect of allochthonous sediment inputs. If sediment inputs negatively affect larval gizzard feeding success, larval success would be highest when only nutrients are added and lowest when only sediments are added (+N > +N+S >= C > +S). If high turbidity enhances larval foraging activity (due to greater contrast between prey and background), we predict that larval success would be highest when both subsidy types (nutrients and sediment) are elevated, intermediate when either nutrients or sediments are added and the lowest when no subsidies are added (+N+S > +N >= +S > C). 3. Our results indicate that elevated nutrient and sediment conditions enhanced larval gizzard shad biomass, but the overall nutrient addition effect was greater than the sediment addition effect (+N similar to +N+S > +S > C). We observed differential effects of nutrient and sediment inputs on larval survival, growth and condition factors. 4. The enhancement of fish biomass in elevated nutrients (+N, +N+S) relative to control conditions was associated with improved gizzard shad survival and not greater growth. The enhancement of fish biomass in the elevated sediment treatment (+S) relative to the control conditions was caused by an increase in survival that more than compensated for a negative effect of sediment addition on growth. 5. Our findings support the recommendation that reservoir management practices must consider the links between land use practices and food web dynamics. Our results suggest that reduction of subsidies of nutrients and sediments to productive reservoirs would decrease survival of larval gizzard shad due to lower food availability.",1,1,"diverse"
"60","WOS:000285855100011","Effects of an Insecticide and Potential Predators on Green Frogs and Northern Cricket Frogs","Worldwide amphibian population declines have occurred in the last few decades and have been attributed to a range of factors including introduced species and chemical contamination. Anuran species may differ in their susceptibility to declines based on life-history characteristics, leading to different probabilities of decline and conservation statuses. In this experiment, we looked at two anuran species, Northern Cricket Frogs (Acris crepitans) and Green Frogs (Rana clamitans), reared in mesocosms containing a common invasive or introduced potential predator (Rusty Crayfish, Bluegill Sunfish, or triploid Grass Carp) and imidacloprid, a common insecticide. We found that anurans differed in their sensitivity to these factors. Cricket Frog survival was significantly reduced with imidacloprid exposure, whereas Green Frogs were not. Abundance of both amphibian species was reduced in the presence of predators, particularly the fish. Our study suggests that Cricket Frogs may be especially sensitive to the insecticide imidacloprid, as well as fish predators, and that these factors could contribute to their population declines.",1,1,"diverse"
"61","WOS:000306046300009","Effects of an Invasive Fish (Gambusia affinis) and Anthropogenic Nutrient Enrichment on American Toad (Anaxyrus americanus) Tadpoles","Pollution and the introduction of nonnative predators, typically fish, are two frequent human-associated stressors in freshwater ecosystems. Amphibians appear to be particularly susceptible to these stressors. We conducted a mesocosm experiment to examine the independent and interactive effects of an invasive fish, the Western Mosquitofish (Gambusia affinis), and ammonium nitrate, an agricultural fertilizer, on American Toad (Anaxyrus americanus) tadpoles. Mosquitofish tended to have a negative effect on American Toad survivorship. American Toad metamorphs from mesocosms with mosquitofish were smaller than those from mesocosms without mosquitofish. Mosquitofish also delayed metamorphosis of the American Toads. Ammonium nitrate addition did not affect survivorship. However, American Toad metamorphs from ammonium nitrate addition treatments were smaller than those from treatments without ammonium nitrate addition. Mosquitofish and ammonium nitrate addition each had independent effects on American Toads, but there was no evidence for significant interactions between these two stressors.",1,1,"diverse"
"62","WOS:000185160000006","Effects of temperature on the recovery of juvenile grayling (Thymallus thymallus) from exposure to Al+Fe","One-summer-old graylings (Thymallus thymallus) were exposed for 6 days to water containing a mixture of 1 mg 1(-1) Fe and 100 mug 1(-1) Al at pH 5.5, with or without 15 mg 1(-1) humic acid. A pH of 6.9 was used as a control. The experiment was performed at two test temperatures, 13 and 3 degreesC. After 1 week of exposure, half of the fish in the tank were taken for oxygen measurement and tissue sampling. The remaining half were maintained in metal-free water for a further week to assess their recovery at the two test temperatures. Fifty percent of the fish died under metal exposure at 13 degreesC, but none at 3 degreesC. Despite of the lack of mortalities at the lower temperature, surviving fish at both test temperatures suffered similar gill damage (adherence of lamellae), disturbances in ion regulation, increases in haematocrit value (Hct) and haemoglobin (Hb) concentration and reductions in oxygen consumption. The addition of humic acid prevented these changes. The reduced plasma chloride concentration, increased blood Het value and Hb concentration recovered completely at 13 degreesC, whereas the lowered oxygen consumption recovered less completely, which may be attributed to the remaining minor gill damage (lamellar hypertrophy). At the lower temperature, the adherence of lamellae persisted after the recovery period, and oxygen consumption, therefore, remained at a very low level. The decreased plasma chloride concentration was also unable to recover. The accumulation of Al inside the gill tissue was greater at low temperature. We conclude that the acute toxicity of a mixture of Fe and Al to grayling and their subsequent ability to recovery is dependent on the exposure temperature. (C) 2003 Elsevier B.V. All rights reserved.",1,1,"diverse"
"63","WOS:000304412100031","Effects of ultraviolet radiation and nutrients on the structure-function of phytoplankton in a high mountain lake","The combined effect of high solar ultraviolet radiation (UVR) and nutrient supply in a phytoplankton community of a high mountain lake is analyzed in a in situ experiment for 6 days with 2 x 2 factorial design. Interactive UVR x nutrient effects on structural and functional variables (algal biomass, chlorophyll a (chl a), primary production (PP), maximal electron transport rate (ETRmax), and alkaline phosphatase activity (APA)), as well as stoichiometric ones (sestonic N per cell and N : P ratio) were found. Under non-nutrient enriched conditions, no deleterious effects of UVR on structural variables, PP, photosynthetic efficiency and ETRmax were observed, whereas only particulate and total APA were affected by UVR. However, percentage excreted organic carbon (%EOC), dissolved APA and sestonic C and P per cell increased under UVR, leading to a decrease in algal C : P and N : P ratios. After nutrient enrichment, chl a, total algal biomass and PP were negatively affected by UVR whereas %EOC, ETRmax and internal C, P and N content increased. We suggest that the mechanism of algal acclimation to UVR in this high UVR flux ecosystem seems to be related to the increase of internal algal P-content mediated by physiological mechanisms to save P and by a stimulatory UVR effect on dissolved extracellular APA. The mechanism involved in the unmasking effect of UVR after nutrient-enrichment may be the result of a greater sensitivity to UVR-induced cell damage, making the negative UVR effects more evident.",1,1,"diverse"
"64","WOS:000233434900013","Environmental warming increases invasion potential of alpine lake communities by imported species","Global warming increasingly pressures species to show adaptive migratory responses. We hypothesized that warming increases invasion of alpine lakes by low-elevation montane zooplankton by suppressing native competitors and predators. This hypothesis was tested by conducting a two-factor experiment, consisting of a warming treatment (13 vs. 20 degrees C) crossed with three invasion levels (alpine only, alpine+montane, montane only), in growth chambers over a 28-day period. Warming significantly reduced total consumer biomass owing to the decline of large alpine species, resulting in greater autotrophic abundance. Significant temperature-invasion interactions occurred as warming suppressed alpine zooplankton, while stimulating certain imported species. Herbivorous invaders suppressed functionally similar alpine species while larger native omnivores reduced invasion by smaller taxa. Warming did not affect total invader biomass because imported species thrived under ambient and warmed alpine conditions. Our findings suggest that the adaptability of remote alpine lake communities to global warming is limited by species dispersal from lower valleys, or possibly nearby warmer alpine ponds.",1,1,"diverse"
"65","WOS:000242050000023","Examining multiple sublethal contaminants on the gray treefrog (Hyla versicolor): Effects of an insecticide, herbicide, and fertilizer","We examined the single and interactive effects of an insecticide, an herbicide, and a fertilizer on gray treefrog (Hyla versicolor) tadpoles. Tadpoles were reared in mesocosms from hatching through metamorphosis and were exposed to the presence or absence of as many as three contaminants. Tadpoles did not appear to be more susceptible to single versus multiple contaminants, which may result from positive changes in food resources that compensate for the effects of other contaminants.",1,1,"diverse"
"66","WOS:000307144600005","Impacts of warming on aquatic decomposers along a gradient of cadmium stress","We evaluated the effects of cadmium and temperature on plant-litter decomposition by examining diversity and activity of aquatic fungi and leaf consumption by Limnephilus sp., a typical invertebrate shredder of Iberian streams. Freshly fallen leaves were immersed in a stream to allow microbial colonization, and were exposed in microcosms to a gradient of cadmium (<= 11 levels, <= 35 mg L-1). Microcosms were kept at 15 degrees C, a temperature typically found in Iberian streams in autumn, and at 21 degrees C to simulate a warming scenario. The increase in temperature stimulated leaf decomposition by microbes, fungal reproduction and leaf consumption by the shredder. Conversely, increased cadmium concentrations inhibited fungal reproduction and diversity, and leaf consumption by the invertebrate. Cadmium concentration inhibiting 50% of fungal reproduction, microbial decomposition and leaf consumption by the shredder was higher at 15 degrees C than at 21 degrees C, suggesting that higher temperatures can lead to increased metal toxicity to aquatic decomposers. (c) 2012 Elsevier Ltd. All rights reserved.",1,1,"diverse"
"67","WOS:000292949700010","Individual and combined effects of heat stress and aqueous or dietary copper exposure in fathead minnows (Pimephales promelas)","Despite its role as an essential micronutrient, copper (Cu) can be present in aquatic ecosystems at concentrations able to cause adverse health effects on aquatic organisms. Although Cu is acquired by fish by either water or diet, studies that have investigated Cu impacts in fish have mainly focused on the toxicity of waterborne Cu. Moreover, as the majority of experiments were carried out under simplified conditions, little is known about the effects of natural factors other than competitive ions on Cu toxicity in fish. As temperature is a primary factor that affects the physiological state of poikilotherm organisms, we investigated the individual and combined effects of temperature and waterborne or dietary Cu on fathead minnows (Pimephales promelas). Fish were exposed to environmentally realistic concentrations of waterborne or dietary Cu at 20 degrees C and 32 degrees C. Transcriptional and enzymatic responses of various indicators of metabolic capacities as well as indicators of heat, oxidative and metal stresses were measured in fish muscle. Under our experimental conditions, temperature was the most important factor affecting the general condition of fish. Although no significant Cu accumulation was observed in the muscle of Cu-exposed fish, at 20 degrees C, waterborne and dietary Cu triggered significant changes in the transcription level of genes encoding for proteins involved in energy metabolism, metal detoxification and protein protection. Moreover, the response was quantitatively more important for dietary Cu than for waterborne Cu. Combined exposure to heat and Cu triggered the most significant changes in gene transcription levels and enzyme activities. During combined exposure to heat and Cu, in addition to synergistic effects of the two factors, both waterborne and dietary Cu impaired the adaptive response developed by fish to curb heat stress. Reciprocally, temperature impaired the adaptive response developed by fish to combat Cu toxicity. These results suggest that wild fish populations subjected to elevated temperatures due to seasonal warming or global climate change may become more susceptible to Cu pollution, and vice versa. Crown Copyright (C) 2011 Published by Elsevier B.V. All rights reserved.",1,1,"diverse"
"68","WOS:000272901900004","Influence of slight differences in environmental conditions (light, hydrodynamics) on the structure and function of periphyton","Small streams are ecosystems mainly controlled by physical factors. Minor differences in these factors can affect periphyton, which are key functional communities in these ecosystems. Eight different environmental conditions combining two types of current, two flow velocities and two light intensities were produced and controlled in artificial channels. Their impact on young and mature periphyton was investigated during a 6-week exposure period. The two different levels of light intensity produced early effects on the algal community. In young periphyton, the lower level of light intensity enhanced the number of algal cells, and this community appeared to be significantly structured by light. As the periphyton matured, the effects of physical factors became more marked. At this later stage, both the bacterial and algal communities began to be affected. Both function (primary production) and structure began to respond to differences in light and in flow velocity. Small differences in low-level environmental factors, such as light and flow, had an effect both on the structure of periphyton and its functional capacities. Keeping in mind the close link between diversity and function in microbial communities, periphyton confronted to various environmental stresses (pollution, flooding) in the field may behave differently due to minor differences in physical factors.",1,1,"diverse"
"69","WOS:000282278200002","Interactions among temporal patterns determine the effects of multiple stressors","Recent research has revealed that one of the most important characteristics of both natural and anthropogenic disturbances is their temporal heterogeneity. However, little is known about the relative importance of interactions among temporal patterns of multiple stressors. We established a fully factorial field experiment to test whether interactions among temporal patterns of two globally important anthropogenic disturbances of aquatic ecosystems (increased sediment loading and nutrient enrichment) determined the responses of stream benthic assemblages. Each disturbance treatment comprised three distinct regimes: regular and temporally variable pulses and an undisturbed control. The overall frequency, intensity and extent of disturbance was, however, equal across all disturbed treatments. We found that interactions among temporal disturbance regimes determined the effects of the compounded sediment and nutrient perturbations on algal biomass and the diversity, taxonomic and trophic composition of benthic assemblages. Moreover, our results also show that the temporal synchronization of multiple stressors does not necessarily maximize the impact of compounded perturbations. This comprises the first experimental evidence that interactions among the temporal patterns of disturbances drive the responses of ecosystems to multiple stressors. Knowledge of the temporal pattern of disturbances is therefore essential for the reliable prediction of impacts from, and effective management of, compounded perturbations.",1,1,"diverse"
"70","WOS:000231932800003","Interactive effects of temperature and nutrient limitation on the response of alpine phytoplankton growth to ultraviolet radiation","We performed bag-enclosure experiments for 7 d in a lake in the Beartooth Mountains (in Montana and Wyoming) using natural phytoplankton assemblages. Ultraviolet radiation (UVR) (exposed or blocked), temperature (6 degrees C and 14 degrees C), and nutrients (nitrogen, phosphorus, and nitrogen plus phosphor-us) were manipulated in a factorial design to determine how these factors interact to affect phytoplankton growth. Four major phytoplankton taxa (two diatoms, one chrysophyte, and one dinoflagellate) were found in the water samples across all treatments. Greater growth rates were observed at the higher temperature for all taxa, except the chrysophyte. UVR depressed the growth rates of all phytoplankton at 6 degrees C regardless of nutrient conditions. In contrast, at 14 degrees C, a negative effect of UVR was not observed for any species in the absence of nutrient additions; only with the addition of nutrients did UVR exposure depress the growth of one diatom species and the dinoflagellate. Our results suggest that in alpine lakes, the effects of UVR exposure on phytoplankton depend on temperature and nutrient availability, indicating that climate change and enhanced atmospheric nitrogen deposition are likely to alter UV-temperature-nutrient relationships of plankton in high-UV systems.",1,1,"diverse"
"71","WOS:000263302000013","Light, nutrients and grazing interact to determine diatom species richness via changes to productivity, nutrient state and grazer activity","1. Productivity and grazing pressure interact in determining autotroph diversity, because high productivity increases the capability of a plant community to compensate for grazing losses. However, further factors may play a role in shaping diversity, including primary producer nutrient stoichiometry and grazer activity. 2. Our study focuses on the interactions between light, nutrients and grazing in determining species richness and evenness of stream diatoms. By measuring primary producer productivity and nutrient content as well as grazer activity, we attempt to disentangle the different pathways by which the three factors affect diatom species richness and evenness. 3. We hypothesized that high light intensities and nutrient addition would increase species richness by increasing primary productivity and that higher levels of light and nutrients would compensate for negative grazer effects on species richness of primary producers. We also hypothesized that high light intensities would decrease the nutrient content of primary producers, especially when nutrients are limiting, whereas nutrient addition would increase primary producer nutrient content. Last, in addition to changing primary producer nutrient content, light and nutrients would also change grazer activity, thus modifying the interactions between light, nutrients and grazing. 4. We used periphyton and gastropod grazers in an experiment with circular stream channels with four nutrient, two light and four grazing levels to determine individual and combined effects on benthic diatom richness and evenness. After 3 weeks, we determined algal biomass, periphyton nutrient content, diatom species richness and evenness as well as grazer activity. 5. Our results showed that light and nutrients increased species richness and primary producer productivity and nutrient content. Grazing decreased species richness but only at low light levels, possibly because high light levels reduced grazer activity. Evenness was not affected by any single factor alone, but was influenced by nutrient-light and grazing-light interactions. 6. Synthesis. Light, nutrients and grazing interacted in determining primary producer species richness. Their effects were mainly mediated through changes in productivity but primary producer nutrient content and grazer activity also played important roles.",1,1,"diverse"
"72","WOS:000324566400029","Understanding the combined influence of fine sediment and glyphosate herbicide on stream periphyton communities","Pesticides and deposited fine sediment have independently been associated with changes in relative abundance and species richness in aquatic ecosystems, but the interplay between these two stressors in agricultural streams is poorly understood. A 28-day experiment in outdoor stream mesocosms examined the effects of four levels each of fine sediment coverage (0, 25, 75, 100%) and glyphosate-based herbicide concentration (0, 50, 200, 370 mu g/L) on periphyton communities (algae and bacteria) in a fully factorial, repeated-measures design. Our aims were to determine whether (i) increased levels of sediment and glyphosate had individual and/or additive effects, (ii) increased sediment reduced the toxicity of glyphosate (antagonistic multiple stressor interaction), or (iii) sediment-adsorbed glyphosate prolonged the effects of exposure (synergistic interaction). We also assigned all algal taxa to three ecological guilds (low-profile, high-profile and motile growth forms) and separately determined their responses to the treatments. As individual stressors, sediment addition affected all algal community-level metrics, whereas glyphosate addition only affected algal community evenness. Bacterial taxon richness was unaffected by either stressor. In combination, however, significant overall sediment by glyphosate interactions were detected, demonstrating synergistic (algal evenness, high-profile and motile guilds) or antagonistic effects (low-profile guild). Our experiment underscores the importance of considering both structural and functional indicators, including algal guild representation, when assessing the mechanisms by which periphyton communities respond to multiple stressors. (C) 2013 Elsevier Ltd. All rights reserved.",1,1,"diverse"
"73","WOS:000320083500010","Assessment of the anti-Salmonella activity of commercial formulations of organic acid products","Organic acid products are widely used in the UK poultry industry as feed or water additives. Claims for Salmonella control are made for some of these products, but there are few studies comparing the anti-Salmonella effect of the various products in tests that reflect field application. The present studies examined the effects of 13 commercial blends (four water products and nine feed products) on Salmonella Enteritidis and Typhimurium strains. Initial screening, in nutrient broth, of all products with all strains revealed little variation between strains in respect of maximum inhibitory and bactericidal dilutions of each product. However, between the products there was wide and significant variation in the maximum inhibitory and bactericidal dilutions, spanning a 700-fold range in the case of bactericidal dilutions for feed-associated products. Further tests were performed, examining reductions in inoculated Salmonella numbers in various matrices (water, feed, soiled litter, crop and caecal contents) following the addition of the products at recommended inclusion rates. One product, incorporating formaldehyde in addition to organic acid, was consistently most active in all matrices, exceeding reductions associated with other products by 1 to 3 log units at most time points. Many products showed only modest anti-Salmonella activity, amounting to 0 or 1 log unit above negative controls at many time points, and the most active products were not the same in all matrices. Tap water appeared to enhance the ability of products to reduce Salmonella, in comparison with bottled mineral or river water.",0,0,"random"
"74","WOS:000389215500001","Hydrological recovery in two large forested watersheds of southeastern China: the importance of watershed properties in determining hydrological responses to reforestation","Understanding hydrological responses to reforestation is an important subject in watershed management, particularly in large forested watersheds (> 1000 km(2)). In this study, we selected two large forested watersheds (Pingjiang and Xiangshui) located in the upper reach of the Poyang Lake watershed, southeastern China (with an area of 3261.4 and 1458 km(2), respectively), along with long-term data on climate and hydrology (1954-2006) to assess the effects of large-scale reforestation on streamflow. Both watersheds have similar climate and experienced comparable and dramatic forest changes during the past decades, but with different watershed properties (e.g., the topography is much steeper in Xiangshui than in Pingjiang), which provides us with a unique opportunity to compare the differences in hydrological recovery in two contrasted watersheds. Streamflow at different percentiles (e.g., 5, 10, 50 and 95 %) were compared using a combination of statistical analysis with a year-wise method for each watershed. The results showed that forest recovery had no significant effects on median flows (Q(50%)) in both watersheds. However, reforestation significantly reduced high flows in Pingjiang, but had limited influence in Xiangshui. Similarly, reforestation had significant and positive effects on low flows (Q(95%)) in Pingjiang, while it did not significantly change low flows in Xiangshui. Thus, hydrological recovery is limited and slower in the steeper Xiangshui watershed, highlighting that watershed properties are also important for determining hydrological responses to reforestation. This finding has important implications for designing reforestation and watershed management strategies in the context of hydrological recovery.",0,0,"biased"
